,State,id_country,log_S,lat_S,category,1_period,2_period,3_period,4_period,5_period,6_period,7_period,8_period,9_period,10_period,primary,secondary,tertiary,quaternary
6791,West Coast Region,130,170.9646469,-42.7178871,Chi,16,81,99,70,63,70,56,86,11,92,14,57,16,83
6792,West Coast Region,130,170.9646469,-42.7178871,Den,64,32,76,40,98,58,69,57,40,72,46,41,67,42
6793,West Coast Region,130,170.9646469,-42.7178871,Allo,29,80,26,35,18,95,86,19,79,12,24,38,16,45
6794,West Coast Region,130,170.9646469,-42.7178871,Nat,39,55,61,76,23,12,11,14,11,25,19,87,90,23
6795,West Coast Region,130,170.9646469,-42.7178871,Vet,59,72,76,79,40,17,80,51,83,46,13,70,79,60
6796,West Coast Region,130,170.9646469,-42.7178871,Ene,45,90,87,44,47,46,80,65,70,49,60,76,51,47
6797,West Coast Region,130,170.9646469,-42.7178871,hom,51,16,47,53,51,39,89,24,83,75,72,25,18,11
6798,West Coast Region,130,170.9646469,-42.7178871,Tra,51,57,60,29,74,81,66,38,58,74,11,39,80,24
6799,West Coast Region,130,170.9646469,-42.7178871,Una,47,64,74,10,76,34,35,86,56,13,44,29,91,34
6800,Granada Department,131,-3.5995337,37.1734995,Ayu,71,32,99,68,26,34,91,73,28,93,94,33,71,35
6801,Granada Department,131,-3.5995337,37.1734995,Chi,85,39,69,34,47,36,42,26,31,72,52,70,65,85
6802,Granada Department,131,-3.5995337,37.1734995,Den,87,14,81,69,74,20,42,92,33,27,68,52,76,47
6803,Granada Department,131,-3.5995337,37.1734995,Allo,73,26,50,40,57,62,62,95,63,18,97,47,93,96
6804,Granada Department,131,-3.5995337,37.1734995,Nat,31,82,27,64,95,56,71,35,49,11,19,53,15,34
6805,Granada Department,131,-3.5995337,37.1734995,Vet,16,54,59,29,96,28,47,87,89,75,58,80,50,31
6806,Granada Department,131,-3.5995337,37.1734995,Ene,46,43,31,34,79,33,76,35,23,37,78,69,82,36
6807,Granada Department,131,-3.5995337,37.1734995,hom,20,68,75,28,80,25,12,19,19,97,37,71,36,77
6808,Granada Department,131,-3.5995337,37.1734995,Tra,17,78,23,33,20,65,35,81,39,60,54,49,85,50
6809,Granada Department,131,-3.5995337,37.1734995,Una,73,81,73,46,24,22,92,29,72,62,16,62,46,81
6810,Leon Department,131,-95.9953382,31.2715127,Ayu,68,72,43,89,53,57,51,74,83,80,84,70,54,63
6811,Leon Department,131,-95.9953382,31.2715127,Chi,27,53,61,38,80,46,19,89,99,55,17,97,76,90
6812,Leon Department,131,-95.9953382,31.2715127,Den,73,99,23,20,80,67,56,50,76,68,84,27,61,90
6813,Leon Department,131,-95.9953382,31.2715127,Allo,35,92,13,60,14,20,68,98,24,90,74,48,19,36
6814,Leon Department,131,-95.9953382,31.2715127,Nat,56,32,82,11,39,58,74,32,48,43,94,33,55,96
6815,Leon Department,131,-95.9953382,31.2715127,Vet,13,66,80,84,81,88,67,88,10,59,86,80,14,95
6816,Leon Department,131,-95.9953382,31.2715127,Ene,76,61,53,47,90,86,53,97,64,68,53,68,48,54
6817,Leon Department,131,-95.9953382,31.2715127,hom,98,66,47,67,38,37,96,47,18,34,68,68,72,64
6818,Leon Department,131,-95.9953382,31.2715127,Tra,50,17,23,83,57,25,92,30,27,21,69,28,24,19
6819,Leon Department,131,-95.9953382,31.2715127,Una,58,57,66,32,42,31,12,86,87,34,36,62,53,48
6820,Managua Department,131,-86.2737642,12.1544035,Ayu,84,45,10,89,96,29,79,54,13,36,19,99,57,99
6821,Managua Department,131,-86.2737642,12.1544035,Chi,70,34,92,71,19,32,54,70,58,74,71,46,44,31
6822,Managua Department,131,-86.2737642,12.1544035,Den,57,10,32,98,98,77,55,69,52,77,29,24,59,51
6823,Managua Department,131,-86.2737642,12.1544035,Allo,85,51,47,14,49,98,45,76,49,90,23,15,96,88
6824,Managua Department,131,-86.2737642,12.1544035,Nat,40,60,48,18,81,27,56,62,75,91,91,92,38,26
6825,Managua Department,131,-86.2737642,12.1544035,Vet,22,25,64,75,33,56,60,58,84,80,32,72,38,32
6826,Managua Department,131,-86.2737642,12.1544035,Ene,26,58,20,25,24,36,95,32,70,51,33,34,82,69
6827,Managua Department,131,-86.2737642,12.1544035,hom,20,29,91,49,89,48,29,28,44,24,80,11,95,20
6828,Managua Department,131,-86.2737642,12.1544035,Tra,72,86,60,65,21,58,47,33,70,90,33,92,86,43
6829,Managua Department,131,-86.2737642,12.1544035,Una,86,28,88,47,24,65,77,52,87,95,96,59,62,23
6830,Rivas Department,131,-85.8722797,11.2542297,Ayu,96,90,75,34,48,30,46,34,29,47,57,60,23,99
6831,Rivas Department,131,-85.8722797,11.2542297,Chi,47,38,56,33,70,64,12,54,25,96,19,42,42,81
6832,Rivas Department,131,-85.8722797,11.2542297,Den,74,67,64,30,88,12,75,71,87,80,95,65,52,41
6833,Rivas Department,131,-85.8722797,11.2542297,Allo,55,26,77,33,11,24,57,95,55,41,88,63,78,62
6834,Rivas Department,131,-85.8722797,11.2542297,Nat,55,37,29,82,47,61,41,46,33,64,55,17,22,33
6835,Rivas Department,131,-85.8722797,11.2542297,Vet,92,24,44,59,95,98,31,46,81,85,16,93,42,70
6836,Rivas Department,131,-85.8722797,11.2542297,Ene,49,36,63,22,88,39,22,14,72,34,22,33,19,23
6837,Rivas Department,131,-85.8722797,11.2542297,hom,16,49,66,11,59,79,92,22,23,82,49,12,43,69
6838,Rivas Department,131,-85.8722797,11.2542297,Tra,88,54,33,22,17,73,22,88,22,96,27,87,72,21
6839,Rivas Department,131,-85.8722797,11.2542297,Una,56,64,99,90,61,28,12,45,32,46,75,30,39,13
6840,Agadez Region,132,7.990739,16.972556,Ayu,99,26,47,39,58,19,83,38,72,96,80,70,35,47
6841,Agadez Region,132,7.990739,16.972556,Chi,12,13,26,19,41,81,21,44,42,23,21,16,24,16
6842,Agadez Region,132,7.990739,16.972556,Den,12,41,68,53,41,90,22,50,79,94,88,37,70,52
6843,Agadez Region,132,7.990739,16.972556,Allo,97,62,47,90,82,41,68,28,73,15,73,16,87,30
6844,Agadez Region,132,7.990739,16.972556,Nat,43,52,51,21,83,78,16,86,41,45,71,35,37,24
6845,Agadez Region,132,7.990739,16.972556,Vet,28,87,64,48,74,38,42,60,78,89,49,51,25,25
6846,Agadez Region,132,7.990739,16.972556,Ene,30,13,32,51,46,96,86,29,35,95,57,43,86,44
6847,Agadez Region,132,7.990739,16.972556,hom,10,35,30,47,19,14,10,39,84,93,56,10,74,59
6848,Agadez Region,132,7.990739,16.972556,Tra,80,46,36,63,44,51,31,76,47,69,99,41,70,73
6849,Agadez Region,132,7.990739,16.972556,Una,47,52,71,74,13,98,47,72,65,24,20,92,46,68
6850,Abia,133,7.42838275,5.3225691,Ayu,44,35,76,20,30,59,30,44,69,43,76,43,19,95
6851,Abia,133,7.42838275,5.3225691,Chi,53,73,51,89,59,97,95,57,79,77,58,85,74,67
6852,Abia,133,7.42838275,5.3225691,Den,26,52,66,36,40,54,35,77,20,21,83,52,75,22
6853,Abia,133,7.42838275,5.3225691,Allo,34,50,77,69,26,62,55,83,30,83,35,56,84,42
6854,Abia,133,7.42838275,5.3225691,Nat,68,99,32,85,51,64,40,76,11,69,98,35,51,55
6855,Abia,133,7.42838275,5.3225691,Vet,89,42,36,47,49,46,81,26,20,71,63,64,89,44
6856,Abia,133,7.42838275,5.3225691,Ene,66,20,29,98,86,93,69,60,53,23,34,47,33,51
6857,Abia,133,7.42838275,5.3225691,hom,45,69,59,30,11,15,99,28,24,58,73,22,61,31
6858,Abia,133,7.42838275,5.3225691,Tra,45,13,28,90,83,61,20,63,79,14,35,32,19,37
6859,Abia,133,7.42838275,5.3225691,Una,39,65,32,87,78,16,39,18,91,73,81,15,39,67
6860,Abuja Federal Capital Territory,133,7.358249799999999,8.971980850000001,Ayu,11,98,56,86,32,44,90,93,20,84,13,97,25,24
6861,Abuja Federal Capital Territory,133,7.358249799999999,8.971980850000001,Chi,62,64,62,55,60,84,37,94,41,61,80,39,88,52
6862,Abuja Federal Capital Territory,133,7.358249799999999,8.971980850000001,Den,36,86,60,58,55,91,62,56,48,53,93,55,19,12
6863,Abuja Federal Capital Territory,133,7.358249799999999,8.971980850000001,Allo,64,99,37,89,52,59,41,66,38,99,62,91,23,59
6864,Abuja Federal Capital Territory,133,7.358249799999999,8.971980850000001,Nat,99,48,26,12,97,84,62,90,51,82,83,40,36,92
6865,Abuja Federal Capital Territory,133,7.358249799999999,8.971980850000001,Vet,50,74,48,84,57,32,77,16,81,91,15,11,19,69
6866,Abuja Federal Capital Territory,133,7.358249799999999,8.971980850000001,Ene,99,78,57,75,24,82,76,17,38,42,65,45,38,24
6867,Abuja Federal Capital Territory,133,7.358249799999999,8.971980850000001,hom,79,13,20,45,95,49,32,59,86,74,66,47,40,16
6868,Abuja Federal Capital Territory,133,7.358249799999999,8.971980850000001,Tra,48,35,38,42,30,40,64,55,43,57,96,53,79,55
6869,Abuja Federal Capital Territory,133,7.358249799999999,8.971980850000001,Una,12,54,66,27,57,20,44,21,50,69,39,39,50,38
6870,Akwa Ibom,133,7.924791,5.0322447,Ayu,67,59,86,76,54,57,14,12,31,63,19,63,97,35
6871,Akwa Ibom,133,7.924791,5.0322447,Chi,84,83,65,24,32,53,45,40,95,67,83,12,45,31
6872,Akwa Ibom,133,7.924791,5.0322447,Den,39,25,17,30,36,80,84,33,23,96,63,73,71,73
6873,Akwa Ibom,133,7.924791,5.0322447,Allo,61,56,37,22,28,74,55,50,62,53,24,31,90,51
6874,Akwa Ibom,133,7.924791,5.0322447,Nat,30,67,38,80,58,27,55,30,26,29,91,35,39,19
6875,Akwa Ibom,133,7.924791,5.0322447,Vet,83,96,14,21,60,97,23,52,73,77,28,44,38,61
6876,Akwa Ibom,133,7.924791,5.0322447,Ene,48,52,94,49,59,10,32,43,58,49,67,63,26,35
6877,Akwa Ibom,133,7.924791,5.0322447,hom,16,14,12,79,34,94,99,86,24,56,38,98,42,83
6878,Akwa Ibom,133,7.924791,5.0322447,Tra,53,30,44,47,69,11,54,61,76,47,57,88,92,32
6879,Akwa Ibom,133,7.924791,5.0322447,Una,12,14,40,34,61,98,74,30,39,27,61,42,15,62
6880,Anambra,133,6.93801165,6.1781282,Ayu,92,97,75,18,92,85,78,80,56,72,90,16,20,92
6881,Anambra,133,6.93801165,6.1781282,Chi,74,78,63,78,58,97,56,49,13,20,81,30,57,69
6882,Anambra,133,6.93801165,6.1781282,Den,52,28,23,16,87,52,87,15,59,23,22,78,61,45
6883,Anambra,133,6.93801165,6.1781282,Allo,10,25,40,35,36,26,25,20,42,40,46,70,77,15
6884,Anambra,133,6.93801165,6.1781282,Nat,95,44,79,53,65,99,44,76,18,79,76,55,24,64
6885,Anambra,133,6.93801165,6.1781282,Vet,25,94,77,40,47,46,66,82,36,24,57,56,69,89
6886,Anambra,133,6.93801165,6.1781282,Ene,78,47,85,77,23,29,65,21,61,49,96,16,83,96
6887,Anambra,133,6.93801165,6.1781282,hom,46,52,81,35,48,81,34,25,39,59,86,55,45,10
6888,Anambra,133,6.93801165,6.1781282,Tra,83,38,19,50,84,86,46,23,93,43,98,86,21,90
6889,Anambra,133,6.93801165,6.1781282,Una,61,74,23,85,31,84,26,51,55,17,28,26,65,11
6890,Benue,133,7.6736,12.906337,Ayu,51,74,51,90,72,43,23,35,69,85,26,86,73,96
6891,Benue,133,7.6736,12.906337,Chi,54,48,40,75,80,76,60,32,53,66,92,25,27,39
6892,Benue,133,7.6736,12.906337,Den,26,50,75,98,83,97,72,90,40,36,93,94,82,45
6893,Benue,133,7.6736,12.906337,Allo,41,66,47,73,59,10,54,60,16,58,86,73,76,39
6894,Benue,133,7.6736,12.906337,Nat,13,49,12,19,94,84,22,85,63,57,51,17,75,41
6895,Benue,133,7.6736,12.906337,Vet,89,96,62,20,88,56,93,70,81,32,47,64,61,33
6896,Benue,133,7.6736,12.906337,Ene,48,26,38,54,72,21,90,16,30,74,83,23,98,93
6897,Benue,133,7.6736,12.906337,hom,16,55,93,39,72,62,73,18,38,70,83,76,77,40
6898,Benue,133,7.6736,12.906337,Tra,34,21,38,44,90,34,11,68,47,94,97,94,69,58
6899,Benue,133,7.6736,12.906337,Una,98,12,49,88,72,99,59,91,86,53,15,52,50,91
6900,Delta,133,-11.5363724,16.5809185,Ayu,90,65,80,16,86,43,40,32,33,48,25,10,26,78
6901,Delta,133,-11.5363724,16.5809185,Chi,69,13,54,51,77,19,94,36,56,95,75,73,88,68
6902,Delta,133,-11.5363724,16.5809185,Den,48,98,58,96,32,78,55,99,39,46,69,40,16,15
6903,Delta,133,-11.5363724,16.5809185,Allo,65,96,95,44,46,82,76,70,47,60,17,85,40,75
6904,Delta,133,-11.5363724,16.5809185,Nat,34,10,54,40,44,19,43,90,10,91,65,67,70,87
6905,Delta,133,-11.5363724,16.5809185,Vet,20,28,44,63,79,10,18,72,28,96,29,87,99,42
6906,Delta,133,-11.5363724,16.5809185,Ene,77,44,24,98,42,22,79,43,46,19,53,53,75,64
6907,Delta,133,-11.5363724,16.5809185,hom,37,98,77,11,51,72,54,55,14,23,10,91,26,37
6908,Delta,133,-11.5363724,16.5809185,Tra,73,86,50,63,52,26,81,34,46,68,25,70,99,16
6909,Delta,133,-11.5363724,16.5809185,Una,42,93,96,68,93,58,45,57,21,82,14,10,89,47
6910,Edo,133,5.6221058,6.3330586,Ayu,17,95,56,42,62,38,21,91,38,34,60,89,94,50
6911,Edo,133,5.6221058,6.3330586,Chi,74,47,38,65,83,65,46,71,50,80,68,66,82,76
6912,Edo,133,5.6221058,6.3330586,Den,52,49,19,60,62,52,78,71,66,28,81,35,17,89
6913,Edo,133,5.6221058,6.3330586,Allo,68,61,87,54,89,49,27,21,23,68,90,80,51,39
6914,Edo,133,5.6221058,6.3330586,Nat,60,85,92,90,55,72,35,43,14,75,73,69,33,59
6915,Edo,133,5.6221058,6.3330586,Vet,92,65,32,29,82,60,96,69,63,22,67,77,91,85
6916,Edo,133,5.6221058,6.3330586,Ene,91,21,32,28,59,18,71,71,38,37,70,17,86,67
6917,Edo,133,5.6221058,6.3330586,hom,86,45,42,70,42,56,47,19,79,63,64,91,76,66
6918,Edo,133,5.6221058,6.3330586,Tra,95,51,29,80,92,72,87,13,70,32,94,88,67,29
6919,Edo,133,5.6221058,6.3330586,Una,74,49,84,53,55,28,12,58,31,41,92,36,61,88
6920,Ekiti,133,5.325419999999999,7.5432241,Ayu,93,93,15,75,23,37,35,99,91,37,57,72,78,78
6921,Ekiti,133,5.325419999999999,7.5432241,Chi,51,44,68,77,43,79,46,78,69,50,83,93,76,33
6922,Ekiti,133,5.325419999999999,7.5432241,Den,68,43,52,67,76,72,52,68,96,34,34,23,78,48
6923,Ekiti,133,5.325419999999999,7.5432241,Allo,41,22,92,35,56,30,10,74,55,38,24,71,56,57
6924,Ekiti,133,5.325419999999999,7.5432241,Nat,53,59,73,81,56,79,70,10,62,55,69,33,95,19
6925,Ekiti,133,5.325419999999999,7.5432241,Vet,32,62,75,86,99,43,64,28,36,37,35,91,25,69
6926,Ekiti,133,5.325419999999999,7.5432241,Ene,34,79,79,32,37,14,21,66,88,11,88,38,81,87
6927,Ekiti,133,5.325419999999999,7.5432241,hom,86,34,18,25,83,31,42,33,73,59,25,26,71,69
6928,Ekiti,133,5.325419999999999,7.5432241,Tra,76,99,97,78,76,23,14,16,59,65,54,94,55,91
6929,Ekiti,133,5.325419999999999,7.5432241,Una,91,25,79,12,92,98,40,14,62,48,77,41,88,19
6930,Enugu,133,7.43565305,6.7680547,Ayu,26,85,94,89,28,43,65,46,37,43,19,87,79,12
6931,Enugu,133,7.43565305,6.7680547,Chi,30,26,43,52,26,96,31,91,77,16,85,35,40,64
6932,Enugu,133,7.43565305,6.7680547,Den,68,40,78,12,31,61,68,21,93,62,99,90,40,38
6933,Enugu,133,7.43565305,6.7680547,Allo,59,16,47,59,24,48,95,96,82,98,71,58,97,46
6934,Enugu,133,7.43565305,6.7680547,Nat,35,41,24,25,77,97,60,66,46,17,26,10,54,59
6935,Enugu,133,7.43565305,6.7680547,Vet,30,55,43,24,25,41,47,49,64,93,32,47,30,85
6936,Enugu,133,7.43565305,6.7680547,Ene,86,71,14,40,86,82,73,62,40,71,80,80,53,64
6937,Enugu,133,7.43565305,6.7680547,hom,72,20,32,25,75,36,15,53,91,64,13,11,31,71
6938,Enugu,133,7.43565305,6.7680547,Tra,86,61,47,14,83,47,76,39,23,46,97,75,50,25
6939,Enugu,133,7.43565305,6.7680547,Una,89,60,55,63,67,42,91,53,21,79,51,31,47,21
6940,Imo,133,7.0341973,5.489736,Ayu,44,60,26,29,73,67,18,31,71,71,98,66,77,94
6941,Imo,133,7.0341973,5.489736,Chi,11,39,48,70,13,93,44,29,19,82,74,91,64,62
6942,Imo,133,7.0341973,5.489736,Den,16,65,80,86,93,93,54,92,55,99,37,54,61,79
6943,Imo,133,7.0341973,5.489736,Allo,58,24,77,27,12,19,87,45,47,78,58,67,26,45
6944,Imo,133,7.0341973,5.489736,Nat,25,42,74,60,24,55,17,93,89,18,33,25,41,15
6945,Imo,133,7.0341973,5.489736,Vet,55,90,81,15,11,17,70,22,13,53,59,72,17,74
6946,Imo,133,7.0341973,5.489736,Ene,75,15,64,28,72,37,76,72,75,54,99,55,97,83
6947,Imo,133,7.0341973,5.489736,hom,61,15,17,35,14,68,44,35,49,72,79,60,46,34
6948,Imo,133,7.0341973,5.489736,Tra,93,60,15,36,79,32,38,77,24,86,54,18,95,81
6949,Imo,133,7.0341973,5.489736,Una,15,38,60,20,26,70,40,97,78,22,67,26,37,81
6950,Kaduna,133,7.8533226,10.3825318,Ayu,29,89,66,61,44,77,43,91,84,52,31,81,27,51
6951,Kaduna,133,7.8533226,10.3825318,Chi,14,14,26,94,30,47,94,80,28,80,12,26,39,38
6952,Kaduna,133,7.8533226,10.3825318,Den,58,26,25,28,62,38,77,38,18,21,22,74,81,12
6953,Kaduna,133,7.8533226,10.3825318,Allo,80,92,80,86,81,45,65,10,38,20,57,72,90,86
6954,Kaduna,133,7.8533226,10.3825318,Nat,35,65,45,41,53,80,99,40,43,86,91,63,41,83
6955,Kaduna,133,7.8533226,10.3825318,Vet,21,97,40,66,41,39,43,21,63,73,18,20,20,66
6956,Kaduna,133,7.8533226,10.3825318,Ene,92,89,46,96,83,40,80,59,60,44,63,52,57,91
6957,Kaduna,133,7.8533226,10.3825318,hom,29,33,74,72,84,93,82,54,78,85,46,87,84,45
6958,Kaduna,133,7.8533226,10.3825318,Tra,64,18,63,69,40,98,74,85,62,26,96,88,44,73
6959,Kaduna,133,7.8533226,10.3825318,Una,47,89,13,43,91,69,56,10,17,62,28,81,22,26
6960,Kano,133,8.5364136,11.8948389,Ayu,78,73,80,55,10,69,38,14,60,99,46,10,22,77
6961,Kano,133,8.5364136,11.8948389,Chi,25,32,95,58,29,70,25,92,96,87,68,17,28,40
6962,Kano,133,8.5364136,11.8948389,Den,83,67,89,15,90,75,74,19,14,38,50,11,65,95
6963,Kano,133,8.5364136,11.8948389,Allo,55,28,11,73,25,30,43,92,56,50,31,33,20,95
6964,Kano,133,8.5364136,11.8948389,Nat,81,88,41,46,89,27,63,18,25,13,28,72,13,11
6965,Kano,133,8.5364136,11.8948389,Vet,97,84,96,88,56,98,95,23,25,95,17,98,20,10
6966,Kano,133,8.5364136,11.8948389,Ene,67,16,71,86,22,71,99,40,92,51,50,14,63,55
6967,Kano,133,8.5364136,11.8948389,hom,15,89,24,69,70,73,78,77,79,31,54,43,90,62
6968,Kano,133,8.5364136,11.8948389,Tra,47,25,30,97,33,87,39,26,25,50,27,34,67,47
6969,Kano,133,8.5364136,11.8948389,Una,63,20,72,34,65,70,48,63,86,46,81,99,85,83
6970,Kogi,133,2.630915222329968,30.086207025,Ayu,73,93,14,96,23,86,52,25,36,88,82,15,60,26
6971,Kogi,133,2.630915222329968,30.086207025,Chi,93,34,97,94,77,63,85,18,31,84,33,69,91,24
6972,Kogi,133,2.630915222329968,30.086207025,Den,29,97,39,39,84,34,45,70,42,40,45,80,62,86
6973,Kogi,133,2.630915222329968,30.086207025,Allo,72,40,63,90,34,10,58,33,30,37,71,17,17,84
6974,Kogi,133,2.630915222329968,30.086207025,Nat,57,13,65,25,98,41,83,64,18,55,82,95,83,77
6975,Kogi,133,2.630915222329968,30.086207025,Vet,48,54,34,83,34,94,79,21,60,75,89,95,18,57
6976,Kogi,133,2.630915222329968,30.086207025,Ene,52,96,85,10,89,46,17,39,56,47,59,21,26,47
6977,Kogi,133,2.630915222329968,30.086207025,hom,47,95,87,60,95,20,66,19,22,23,73,61,72,71
6978,Kogi,133,2.630915222329968,30.086207025,Tra,30,87,75,75,51,62,82,39,87,92,75,83,79,14
6979,Kogi,133,2.630915222329968,30.086207025,Una,93,48,49,19,93,17,97,31,45,35,45,31,54,81
6980,Kwara,133,4.5480484,8.4963657,Ayu,20,43,84,83,44,17,35,80,24,85,57,84,49,35
6981,Kwara,133,4.5480484,8.4963657,Chi,13,26,87,61,55,93,84,37,49,67,73,42,43,90
6982,Kwara,133,4.5480484,8.4963657,Den,24,99,14,30,15,69,24,51,23,22,85,94,80,44
6983,Kwara,133,4.5480484,8.4963657,Allo,27,43,77,19,99,66,85,33,12,25,79,97,80,44
6984,Kwara,133,4.5480484,8.4963657,Nat,60,25,25,17,10,57,54,43,97,49,85,93,59,90
6985,Kwara,133,4.5480484,8.4963657,Vet,76,12,12,65,66,28,75,88,46,57,12,91,93,75
6986,Kwara,133,4.5480484,8.4963657,Ene,76,39,12,44,20,80,98,89,10,14,33,45,37,45
6987,Kwara,133,4.5480484,8.4963657,hom,53,11,19,24,49,90,41,66,11,49,22,65,52,93
6988,Kwara,133,4.5480484,8.4963657,Tra,30,99,84,84,32,97,66,59,96,73,36,62,88,22
6989,Kwara,133,4.5480484,8.4963657,Una,93,95,16,17,88,65,46,74,87,80,86,45,24,89
6990,Lagos,133,8.238350827990402,1.5177749500000004,Ayu,90,99,43,28,73,90,94,97,13,34,20,53,71,34
6991,Lagos,133,8.238350827990402,1.5177749500000004,Chi,93,93,79,63,91,14,14,26,39,99,23,82,24,68
6992,Lagos,133,8.238350827990402,1.5177749500000004,Den,71,50,66,37,10,92,90,58,56,65,67,51,42,68
6993,Lagos,133,8.238350827990402,1.5177749500000004,Allo,31,14,36,63,73,85,15,84,87,79,66,76,28,68
6994,Lagos,133,8.238350827990402,1.5177749500000004,Nat,35,32,50,78,74,70,69,54,68,52,62,10,20,29
6995,Lagos,133,8.238350827990402,1.5177749500000004,Vet,86,10,30,76,66,40,18,85,23,93,89,80,67,67
6996,Lagos,133,8.238350827990402,1.5177749500000004,Ene,80,91,76,14,68,12,13,97,42,44,88,75,10,95
6997,Lagos,133,8.238350827990402,1.5177749500000004,hom,19,29,67,92,76,17,17,12,39,53,49,11,57,27
6998,Lagos,133,8.238350827990402,1.5177749500000004,Tra,22,68,46,82,32,54,15,52,61,44,29,98,96,74
6999,Lagos,133,8.238350827990402,1.5177749500000004,Una,92,33,21,54,11,48,57,15,62,20,93,24,23,72
7000,Nasarawa,133,7.876834,8.8453176,Ayu,24,56,29,19,26,37,11,92,81,46,12,82,61,27
7001,Nasarawa,133,7.876834,8.8453176,Chi,67,58,81,96,73,96,95,30,78,46,93,58,30,33
7002,Nasarawa,133,7.876834,8.8453176,Den,76,16,62,17,94,92,72,96,93,11,78,60,99,43
7003,Nasarawa,133,7.876834,8.8453176,Allo,95,21,47,22,69,47,78,49,36,87,28,87,28,87
7004,Nasarawa,133,7.876834,8.8453176,Nat,98,53,30,47,29,64,89,56,14,84,45,75,41,65
7005,Nasarawa,133,7.876834,8.8453176,Vet,40,17,27,62,51,52,50,61,93,70,28,84,77,82
7006,Nasarawa,133,7.876834,8.8453176,Ene,31,24,82,15,30,77,39,44,10,17,68,84,53,54
7007,Nasarawa,133,7.876834,8.8453176,hom,59,82,21,57,11,39,28,47,30,23,53,44,42,41
7008,Nasarawa,133,7.876834,8.8453176,Tra,59,56,14,19,46,54,13,56,57,44,11,91,42,84
7009,Nasarawa,133,7.876834,8.8453176,Una,95,62,32,62,24,61,57,36,83,28,47,86,87,69
7010,Ondo,133,5.0567477,7.0209686,Ayu,90,14,46,79,15,43,20,91,71,66,65,35,86,70
7011,Ondo,133,5.0567477,7.0209686,Chi,60,54,57,26,52,66,96,71,75,38,73,94,44,15
7012,Ondo,133,5.0567477,7.0209686,Den,64,18,68,53,92,23,91,27,30,20,93,56,96,90
7013,Ondo,133,5.0567477,7.0209686,Allo,68,83,14,16,35,43,42,94,16,91,27,11,70,19
7014,Ondo,133,5.0567477,7.0209686,Nat,51,62,45,76,12,15,40,78,75,32,23,55,23,26
7015,Ondo,133,5.0567477,7.0209686,Vet,83,45,31,61,19,27,56,87,38,57,12,16,95,27
7016,Ondo,133,5.0567477,7.0209686,Ene,44,79,20,73,77,85,43,85,69,28,40,13,33,62
7017,Ondo,133,5.0567477,7.0209686,hom,21,64,51,71,76,77,96,25,45,18,25,81,42,89
7018,Ondo,133,5.0567477,7.0209686,Tra,20,49,59,19,72,29,79,30,26,36,84,97,60,15
7019,Ondo,133,5.0567477,7.0209686,Una,86,68,42,95,21,87,21,98,24,86,27,68,14,14
7020,Osun,133,4.575044734945106,7.75832225,Ayu,10,33,21,81,69,87,49,73,89,55,29,68,25,13
7021,Osun,133,4.575044734945106,7.75832225,Chi,82,50,62,25,37,82,18,23,93,55,41,65,83,58
7022,Osun,133,4.575044734945106,7.75832225,Den,49,22,77,10,60,97,54,85,96,21,92,36,80,91
7023,Osun,133,4.575044734945106,7.75832225,Allo,56,51,94,12,43,70,91,51,42,85,85,44,10,85
7024,Osun,133,4.575044734945106,7.75832225,Nat,62,16,59,30,83,76,26,41,45,51,62,15,46,51
7025,Osun,133,4.575044734945106,7.75832225,Vet,23,11,56,64,47,80,16,67,40,25,93,37,77,78
7026,Osun,133,4.575044734945106,7.75832225,Ene,99,68,82,17,46,99,58,61,35,67,85,69,23,58
7027,Osun,133,4.575044734945106,7.75832225,hom,92,58,28,56,67,38,97,86,21,90,56,74,93,24
7028,Osun,133,4.575044734945106,7.75832225,Tra,93,49,37,82,62,88,49,85,75,11,31,16,74,64
